Bloom_Report_ID,Case_Assignment,Case_ID,Number_of_Blooms_Linked_to_Case,Report_Type,Bloom_Date_Created,Water_Body_Name,Official_Water_Body_Name,Landmark,County,Regional_Water_Board,Bloom_Latitude,Bloom Longitude,Bloom_Longitude,Bloom_Datum,Observation_Date,Has_Pictures,Reported_Advisory_Types,Weather_Condition,Surface_Water_Condition,Bloom_Size,Bloom_Location,Bloom_Texture,Reported_Management_Organizations,DDW_District_Office,Drinking_Water_Source,Water_Body_Manager,Rec_Land_Manager,Water_Body_Use,Water_Body_Type,Number_of_Advisories_Linked_to_Bloom,Advisory_ID,Response_Update_By,Advisory_Recommended,Advisory_Date,AdvisoryStartDate,AdvisoryEndDate,AdvisoryDetail,Advisory_Detail_Description,Advisory_Date_of_Recommendation,Spatial_Extent_of_Advisory,Extent_Unit_of_Measure,Last_Field_Result_Sample_Date,Lab_Data_Linked_to_Bloom,Field_Visual_Records_Linked_to_Bloom,Field_Measurement_Data_Linked_to_Bloom,Case_Start_Date,Case_Year,Case_Water_Body_Name,Case_Class,Case_Status,Case_Lead,Case_End_Date,Case_DateTimeStamp,HAB_Bloom_Reports_FLATFILE_ID
4057,Existing Case,1226,9,Agency/Partner Reporting,2/10/2023 10:47:16 AM,Lake Elsinore,,Launch Pointe Boat Ramp (city site),Riverside,Region 8 - Santa Ana,33.67269,-117.35977,-117.35977,,2/7/2023 12:00:00 AM,No,,,,,,,,,,City Department,City Department,,,1,2384,Kirk.Larkin@waterboards.ca.gov,Caution,10/17/2024 12:00:00 AM,2/10/2023 12:00:00 AM,,Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",10/17/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Lake Elsinore,Monitoring_Local Agency,Open,BBarry,,8/21/2024 3:05:34 PM,2477
4058,Existing Case,1226,9,Public Reporting,2/10/2023 10:49:09 AM,Lake Elsinore,,West Marina (city site),Riverside,Region 8 - Santa Ana,33.666661,-117.37807,-117.37807,,2/7/2023 12:00:00 AM,No,,,,,,,,,,City Department,City Department,,,1,2385,Kirk.Larkin@waterboards.ca.gov,Caution,10/17/2024 12:00:00 AM,2/10/2023 12:00:00 AM,,Floating/planktonic bloom observed; Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",10/17/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Lake Elsinore,Monitoring_Local Agency,Open,BBarry,,8/21/2024 3:05:34 PM,2478
4059,Existing Case,1226,9,Agency/Partner Reporting,2/10/2023 10:52:06 AM,Lake Elsinore,,mid-lake (city site),Riverside,Region 8 - Santa Ana,33.66334,-117.35421,-117.35421,,2/7/2023 12:00:00 AM,No,,,,,,,,,,City Department,City Department,,,1,2386,Kirk.Larkin@waterboards.ca.gov,Caution,10/17/2024 12:00:00 AM,2/10/2023 12:00:00 AM,,Floating/planktonic bloom observed; Lake-wide advisory; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Observations at this site include confirmation of harmful algal bloom that forms floating/planktonic blooms. Children and dogs should avoid skin contact with bloom material that may appear as discolored water, milky water, with a surface sheen (like spilled paint), or scum.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",10/17/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Lake Elsinore,Monitoring_Local Agency,Open,BBarry,,8/21/2024 3:05:34 PM,2479
3941,Existing Case,1227,2,Public Reporting,1/10/2023 5:06:44 PM,Hensley Lake,,at West Floating Dock (539MAD001),Madera,Region 5 - Central Valley,37.12074,-119.88648,-119.88648,,1/1/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2296,dana.shultz@waterboards.ca.gov,General awareness,8/27/2024 12:00:00 AM,1/1/2023 12:00:00 AM,,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",8/27/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Hensley Lake,Monitoring_Local Agency,Ongoing,Katkins,,1/2/2024 2:19:46 PM,2480
3942,Existing Case,1227,2,Public Reporting,1/10/2023 5:07:32 PM,Hensley Lake,,at East Floating Dock (539MAD002),Madera,Region 5 - Central Valley,37.120313,-119.8774,-119.8774,,1/1/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2297,dana.shultz@waterboards.ca.gov,General awareness,8/27/2024 12:00:00 AM,1/1/2023 12:00:00 AM,,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",8/27/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Hensley Lake,Monitoring_Local Agency,Ongoing,Katkins,,1/2/2024 2:19:46 PM,2481
3943,Existing Case,1228,2,Public Reporting,1/10/2023 5:10:01 PM,H.V. Eastman Lake,,at east boat ramp 1 (539MAD400),Madera,Region 5 - Central Valley,37.220192,-119.96653,-119.96653,,1/1/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2298,dana.shultz@waterboards.ca.gov,Caution,8/27/2024 12:00:00 AM,1/1/2023 12:00:00 AM,,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",8/27/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Eastman Lake,Monitoring_Local Agency,Ongoing,Katkins,,1/2/2024 2:19:32 PM,2482
3944,Existing Case,1228,2,Public Reporting,1/10/2023 5:10:54 PM,H.V. Eastman Lake,,at west boat ramp 2 (539MAD420),Madera,Region 5 - Central Valley,37.22707,-119.98293,-119.98293,,1/1/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2299,dana.shultz@waterboards.ca.gov,Caution,8/27/2024 12:00:00 AM,1/1/2023 12:00:00 AM,,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",8/27/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Eastman Lake,Monitoring_Local Agency,Ongoing,Katkins,,1/2/2024 2:19:32 PM,2483
3945,Existing Case,1229,1,Public Reporting,1/10/2023 5:12:32 PM,Chowchilla River,,at the Raymond Bridge,Madera,Region 5 - Central Valley,37.259777,-119.94558,-119.94558,,1/1/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2300,Karen.atkins@waterboards.ca.gov,None,1/1/2023 12:00:00 AM,1/1/2023 12:00:00 AM,,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",1/1/2023 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Chowchilla River,Monitoring_Local Agency,Open,Katkins,,1/10/2023 4:51:21 PM,2484
3952,Existing Case,1230,3,Public Reporting,1/11/2023 3:53:41 PM,O'Neill Forebay,,Outlet/Check 13,Merced,Region 5 - Central Valley,37.0742,-121.051,-121.051,,1/1/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2303,dana.shultz@waterboards.ca.gov,,8/30/2024 12:00:00 AM,1/1/2023 12:00:00 AM,,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",8/30/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,O'Neill Forebay,Monitoring_Local Agency,Ongoing,Katkins,,1/10/2023 5:22:21 PM,2485
3953,Existing Case,1230,3,Public Reporting,1/11/2023 3:54:36 PM,O'Neill Forebay,,Boat Launch,Merced,Region 5 - Central Valley,37.083889,-121.05916,-121.05916,,1/1/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2304,dana.shultz@waterboards.ca.gov,None,9/20/2024 12:00:00 AM,1/1/2023 12:00:00 AM,,Lake-wide advisory; Testing results below posting triggers; Updates from routine monitoring program-organization,"Advisory applies to the full extent of the lake or reservoir (lake-wide advisory) and is not to limited the location symbolized by this report.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",9/20/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,O'Neill Forebay,Monitoring_Local Agency,Ongoing,Katkins,,1/10/2023 5:22:21 PM,2486
3954,Existing Case,1230,3,Public Reporting,1/11/2023 3:55:40 PM,O'Neill Forebay,,Gianelli Pumping Plant,Merced,Region 5 - Central Valley,37.06966,-121.07727,-121.07727,,1/1/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2305,dana.shultz@waterboards.ca.gov,,8/30/2024 12:00:00 AM,1/1/2023 12:00:00 AM,,Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",8/30/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,O'Neill Forebay,Monitoring_Local Agency,Ongoing,Katkins,,1/10/2023 5:22:21 PM,2487
3955,Existing Case,1231,11,Public Reporting,1/11/2023 4:05:46 PM,Old River,,at Mountain House (ORM),San Joaquin,Region 5 - Central Valley,37.793821,-121.5174,-121.5174,,1/1/2023 12:00:00 AM,No,,,,,,,,,,California Department of Water Resources,,,,1,2306,dana.shultz@waterboards.ca.gov,NA - refer to Report Details,10/11/2024 12:00:00 AM,3/7/2023 12:00:00 AM,,Updates from routine monitoring program-organization; Visual monitoring only-absent bloom,"No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",10/11/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Old River,Monitoring_Local Agency,Ongoing,Katkins,,1/2/2024 2:24:21 PM,2488
3956,Existing Case,1231,11,Public Reporting,1/11/2023 4:06:55 PM,Old River,,at Downstream of the ORT Barrier (ODM),San Joaquin,Region 5 - Central Valley,37.810958,-121.54443,-121.54443,,1/1/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2307,carly.nilson@waterboards.ca.gov,Visual observation,9/8/2023 12:00:00 AM,1/1/2023 12:00:00 AM,,Updates from routine monitoring program-organization; Visual monitoring only-present bloom,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",9/8/2023 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Old River,Monitoring_Local Agency,Ongoing,Katkins,,1/2/2024 2:24:21 PM,2489
3957,Existing Case,1231,11,Public Reporting,1/11/2023 4:07:42 PM,Old River,,near Quimby Island (ORQ),San Joaquin,Region 5 - Central Valley,38.0272,-121.5645,-121.5645,,1/1/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2308,dana.shultz@waterboards.ca.gov,Visual observation,10/26/2023 12:00:00 AM,1/24/2023 12:00:00 AM,,Updates from routine monitoring program-organization; Visual monitoring only-present bloom,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",10/26/2023 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Old River,Monitoring_Local Agency,Ongoing,Katkins,,1/2/2024 2:24:21 PM,2490
3979,Existing Case,1231,11,Agency/Partner Reporting,1/18/2023 2:21:29 PM,Old River,,Old River at Grant Line Canal East of Temporary Barrier (GLE),San Joaquin,Region 5 - Central Valley,37.82025,-121.4349,-121.4349,,1/12/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2349,carly.nilson@waterboards.ca.gov,None,1/18/2023 12:00:00 AM,1/18/2023 12:00:00 AM,,Bottom/benthic bloom observed,"Observations at this site include confirmation of harmful algal bloom that  forms potential toxic algal mats that grow attached to cobble, sand, and plants on the bottom of the waterway. The water can appear clear when algal mats are attached to the bottom. These mats can dislodge and float downstream or strand on the shoreline, children and dogs should avoid touching mat material.",1/18/2023 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Old River,Monitoring_Local Agency,Ongoing,Katkins,,1/2/2024 2:24:21 PM,2491
3975,Existing Case,1231,11,Public Reporting,1/17/2023 4:45:36 PM,Old River,,at Head of Old River (OH1),San Joaquin,Region 5 - Central Valley,37.807486,-121.3314,-121.3314,WGS84,1/12/2023 12:00:00 AM,No,None,,,no bloom,no bloom,,,,,California Department of Water Resources,California Department of Water Resources,,,1,2335,dana.shultz@waterboards.ca.gov,NA - refer to Report Details,10/11/2024 12:00:00 AM,1/12/2023 12:00:00 AM,,Updates from routine monitoring program-organization; Visual monitoring only-absent bloom,"No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",10/11/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Old River,Monitoring_Local Agency,Ongoing,Katkins,,1/2/2024 2:24:21 PM,2492
3976,Existing Case,1231,11,Agency/Partner Reporting,1/17/2023 4:50:06 PM,Old River,,near Doughty Cut (ORX),San Joaquin,Region 5 - Central Valley,37.813683,-121.38335,-121.38335,WGS84,1/12/2023 12:00:00 AM,No,None,,,no bloom,no bloom,,,,,California Department of Water Resources,,,,1,2336,dana.shultz@waterboards.ca.gov,NA - refer to Report Details,10/11/2024 12:00:00 AM,1/12/2023 12:00:00 AM,,Updates from routine monitoring program-organization; Visual monitoring only-absent bloom,"No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",10/11/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Old River,Monitoring_Local Agency,Ongoing,Katkins,,1/2/2024 2:24:21 PM,2493
3990,Existing Case,1231,11,Agency/Partner Reporting,1/18/2023 3:23:41 PM,Old River,,Old River at Tracy Wildlife Association (TWA),San Joaquin,Region 5 - Central Valley,37.802833,-121.45744,-121.45744,,1/5/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2354,dana.shultz@waterboards.ca.gov,NA - refer to Report Details,10/11/2024 12:00:00 AM,1/18/2023 12:00:00 AM,,Updates from routine monitoring program-organization; Visual monitoring only-absent bloom,"No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",10/11/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Old River,Monitoring_Local Agency,Ongoing,Katkins,,1/2/2024 2:24:21 PM,2494
3992,Existing Case,1231,11,Public Reporting,1/18/2023 4:03:41 PM,Old River,,Upstream of Clifton Court Forebay intake (ORI),San Joaquin,Region 5 - Central Valley,37.827969,-121.5536,-121.5536,WGS84,1/11/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2357,carly.nilson@waterboards.ca.gov,None,6/29/2023 12:00:00 AM,1/11/2023 12:00:00 AM,,Updates from routine monitoring program-organization; visual monitoring based advisory; Visual monitoring only-absent bloom,"Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.    No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",6/29/2023 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Old River,Monitoring_Local Agency,Ongoing,Katkins,,1/2/2024 2:24:21 PM,2495
4051,Existing Case,1231,11,Agency/Partner Reporting,1/30/2023 5:07:01 PM,Old River,,near Franks Tract near Terminous (OSJ),San Joaquin,Region 5 - Central Valley,38.0711,-121.5789,-121.5789,WGS84,1/17/2023 12:00:00 AM,Yes,None,,,,,,,,,,,,,1,2378,dana.shultz@waterboards.ca.gov,Visual observation,11/6/2023 12:00:00 AM,1/17/2023 12:00:00 AM,,Updates from routine monitoring program-organization; Visual monitoring only-present bloom,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",11/6/2023 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Old River,Monitoring_Local Agency,Ongoing,Katkins,,1/2/2024 2:24:21 PM,2496
4070,Existing Case,1231,11,Agency/Partner Reporting,3/10/2023 12:14:17 PM,Old River,,Downstream of the ORT Barrier (ODM),San Joaquin,Region 5 - Central Valley,37.810958,-121.54443,-121.54443,WGS84,3/7/2023 12:00:00 AM,No,,,,,,,,,,California Department of Water Resources,,,,1,2395,dana.shultz@waterboards.ca.gov,NA - refer to Report Details,10/11/2024 12:00:00 AM,3/10/2023 12:00:00 AM,,Updates from routine monitoring program-organization; Visual monitoring only-present bloom,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",10/11/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Old River,Monitoring_Local Agency,Ongoing,Katkins,,1/2/2024 2:24:21 PM,2497
4117,Existing Case,1231,11,Agency/Partner Reporting,5/23/2023 11:25:58 AM,Old River,,Old River @ Rancho Del Rio,San Joaquin,Region 5 - Central Valley,37.97048,-121.573,-121.573,,5/11/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2428,dana.shultz@waterboards.ca.gov,None,9/15/2023 12:00:00 AM,5/23/2023 12:00:00 AM,,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",9/15/2023 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Old River,Monitoring_Local Agency,Ongoing,Katkins,,1/2/2024 2:24:21 PM,2498
3977,Existing Case,1232,2,Agency/Partner Reporting,1/17/2023 4:54:06 PM,Grant Line Canal,,East of Temporary Barrier (GLE),San Joaquin,Region 5 - Central Valley,37.82025,-121.4349,-121.4349,WGS84,1/5/2023 12:00:00 AM,No,None,,,no bloom,no bloom,,,,,California Department of Water Resources,,,,2,2355,dana.shultz@waterboards.ca.gov,None,10/11/2024 12:00:00 AM,1/12/2023 12:00:00 AM,,visual monitoring based advisory,Advisory is based on visual monitoring for indicators of harmful algal bloom and trigger public health posting of “caution” advisory level.,10/11/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Grant Line Canal,Monitoring_Local Agency,Ongoing,Katkins,,6/29/2023 4:41:56 PM,2499
3977,Existing Case,1232,2,Agency/Partner Reporting,1/17/2023 4:54:06 PM,Grant Line Canal,,East of Temporary Barrier (GLE),San Joaquin,Region 5 - Central Valley,37.82025,-121.4349,-121.4349,WGS84,1/5/2023 12:00:00 AM,No,None,,,no bloom,no bloom,,,,,California Department of Water Resources,,,,2,2356,dana.shultz@waterboards.ca.gov,None,10/11/2024 12:00:00 AM,1/12/2023 12:00:00 AM,,Testing results below posting triggers; Updates from routine monitoring program-organization,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Water testing of samples resulted in no exceedance of an advisory trigger threshold.",10/11/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Grant Line Canal,Monitoring_Local Agency,Ongoing,Katkins,,6/29/2023 4:41:56 PM,2500
3958,Existing Case,1232,2,Public Reporting,1/11/2023 4:14:44 PM,Grant Line Canal,,near Old River (GLC),San Joaquin,Region 5 - Central Valley,37.820152,-121.54463,-121.54463,,1/1/2023 12:00:00 AM,No,,,,,,,,,,California Department of Water Resources,,,,1,2309,dana.shultz@waterboards.ca.gov,Visual observation,10/18/2024 12:00:00 AM,1/1/2023 12:00:00 AM,,Updates from routine monitoring program-organization; Visual monitoring only-present bloom,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",10/18/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Grant Line Canal,Monitoring_Local Agency,Ongoing,Katkins,,6/29/2023 4:41:56 PM,2501
3960,New Case,1233,1,Agency/Partner Reporting,1/11/2023 4:21:52 PM,West Canal,,at Clifton Court Intake (WCI),Contra Costa,Region 5 - Central Valley,37.831583,-121.55402,-121.55402,,1/1/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2311,dana.shultz@waterboards.ca.gov,Visual observation,10/18/2024 12:00:00 AM,1/11/2023 12:00:00 AM,,Updates from routine monitoring program-organization; Visual monitoring only-present bloom,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",10/18/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,West Canal,Monitoring_Local Agency,Ongoing,Katkins,,6/29/2023 4:46:59 PM,2502
3961,Existing Case,1234,1,Agency/Partner Reporting,1/11/2023 4:26:07 PM,Victoria Canal,,near Union Point (VCU),San Joaquin,Region 5 - Central Valley,37.870945,-121.53001,-121.53001,,1/1/2023 12:00:00 AM,No,,,,,,,,,,California Department of Water Resources,,,,1,2312,dana.shultz@waterboards.ca.gov,Caution,10/11/2024 12:00:00 AM,1/11/2023 12:00:00 AM,,Advisory based on visual and toxins; Updates from routine monitoring program-organization,"Advisory based on presence of harmful algal bloom and water testing that detected cyanotoxins.  Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",10/11/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Victoria Canal,Monitoring_Local Agency,Ongoing,Katkins,,6/29/2023 4:42:48 PM,2503
3962,Existing Case,1235,1,Agency/Partner Reporting,1/11/2023 4:29:25 PM,Turner Cut,,near San Joaquin River (TRN),San Joaquin,Region 5 - Central Valley,37.9928,-121.4542,-121.4542,,1/1/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2313,dana.shultz@waterboards.ca.gov,Visual observation,9/13/2023 12:00:00 AM,1/24/2023 12:00:00 AM,,Updates from routine monitoring program-organization; Visual monitoring only-present bloom,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",9/13/2023 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Turner Cut,Monitoring_Local Agency,Ongoing,Katkins,,1/10/2023 5:26:47 PM,2504
3963,Existing Case,1236,4,Agency/Partner Reporting,1/11/2023 4:32:51 PM,Middle River,,near Mildred Island (HLT),San Joaquin,Region 5 - Central Valley,38.0031,-121.5108,-121.5108,,1/1/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2314,dana.shultz@waterboards.ca.gov,Visual observation,10/26/2023 12:00:00 AM,1/24/2023 12:00:00 AM,,Updates from routine monitoring program-organization; Visual monitoring only-present bloom,"Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.  Visual observation of harmful algal bloom from shoreline or boat. Water testing was not conducted to measure toxicity of bloom according to statewide guidelines. Contact the water or land manager listed above to request water testing due to the confirmed visible bloom.",10/26/2023 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Middle River,Monitoring_Local Agency,Ongoing,Katkins,,6/29/2023 4:43:38 PM,2505
3987,Existing Case,1236,4,Agency/Partner Reporting,1/18/2023 2:42:35 PM,Middle River,,Middle River at Tracy (MRX),San Joaquin,Region 5 - Central Valley,37.881335,-121.46742,-121.46742,,1/5/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2353,dana.shultz@waterboards.ca.gov,NA - refer to Report Details,10/11/2024 12:00:00 AM,1/18/2023 12:00:00 AM,,Updates from routine monitoring program-organization; Visual monitoring only-absent bloom,"No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",10/11/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Middle River,Monitoring_Local Agency,Ongoing,Katkins,,6/29/2023 4:43:38 PM,2506
3984,Existing Case,1236,4,Agency/Partner Reporting,1/18/2023 2:40:21 PM,Middle River,,Middle River at Howard Rd (MHO),San Joaquin,Region 5 - Central Valley,37.876203,-121.38332,-121.38332,,1/5/2023 12:00:00 AM,No,,,,,,,,,,,,,,1,2351,dana.shultz@waterboards.ca.gov,NA - refer to Report Details,10/11/2024 12:00:00 AM,1/18/2023 12:00:00 AM,,Updates from routine monitoring program-organization; Visual monitoring only-absent bloom,"No bloom was observed at this location from the shoreline or boat. Therefore, no water testing to measure for bloom associated toxins was conducted. Check upstream lakes or channels for presence of a bloom since bloom material and toxins can be transported downstream.    Updates to this report are provided by a routine water monitoring program conducting site visits at this waterway, refer to Organization field above for more information.",10/11/2024 12:00:00 AM,,,,NO,NO,NO,1/1/2023 12:00:00 AM,2023,Middle River,Monitoring_Local Agency,Ongoing,Katkins,,6/29/2023 4:43:38 PM,2507
